Area;Resumo;Autores;Titulo;Local;Link
Ar, "Identificação das principais fontes geradoras de material particulado da cidade de Limeira (SP), Brasil" , "CANTERAS, FELIPPE BENAVENTE; MOREIRA, SILVANA ; DE FARIA, BRUNA FERNANDA ." , " Study of main and signature sources of particulate matter pollutants in Limeira City (Brazil) using SR-TXRF." , " X-RAY SPECTROMETRY, v. 42, p. 290-298, 2013." ,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/xrs.2468
Ar, "Revisão de literatura baseada em artigos, considerando estudos realizados na América do Sul, cujos autores abordam a caracterização da fração orgânica polar do material particulado" , "GONCALVES, P. B. ; BALTAZAR, J. P. ; NOGAROTTO, D. C. ; CRISTALE, J. ; POZZA, S. A. ." , " Occurrence of polar organic compounds in atmospheric particulate matter: a system review in South America." , " ENVIRONMENTAL MONITORING AND ASSESSMENT, v. 193, p. 1-10, 2021." ,https://link.springer.com/article/10.1007/s10661-021-08881-x
Ar, "Avaliação de períodos com altas concentrações de material particulado para definir e avaliar as principais possíveis fontes de emissão de material particulado na cidade de Limeira, São Paulo, Brasil" , "NOGAROTTO, D. C. ; SOUZA, F. L. C. ; RIBEIRO, F. N. D. ; POZZA, S. A. ." , " Use of Trajectory Regression Analysis to Understand High-PM10 Episodes: a Case Study in Limeira, Brazil." , " WATER AIR AND SOIL POLLUTION, v. 232, p. 431, 2021." ,https://link.springer.com/article/10.1007/s11270-021-05392-w
Ar, "Análise do impacto das medidas de distanciamento social na qualidade do ar e a variação nas concentrações de material particulado em três estações de monitoramento na cidade de Campinas (SP)" , "MACORIN, R. P. ; NOGAROTTO, D. C. ; POZZA, S. A. ." , " O isolamento social efetivamente impacta a qualidade do ar? o caso de Campinas - SP." , " Holos Environment (Online), v. 21, p. 350-373, 2021." ,https://www.cea-unesp.org.br/holos/article/view/12456
Ar, "Verificação da influência de temperatura, velocidade do vento e umidade relativa na variação de concentração do Material Particulado inalável (MP10)" , "NOGAROTTO, D. C. ; LIMA, M. R. G. ; POZZA, S. A. ." , " Análise de componentes principais para verificar relação entre variáveis meteorológicas e a concentração de MP10." , " HOLOS (NATAL. ONLINE), v. 1, p. 1-17, 2020." ,https://www2.ifrn.edu.br/ojs/index.php/HOLOS/article/view/8649
Ar, "Revisão sistemática de 3 técnicas para o estudo de poluentes atmosféricos, com base em influências da massa de ar sobre o material particulado e o estudo da relação entre material particulado e variáveis ??meteorológicas" , "NOGAROTTO, D. C. ; POZZA, S. A. ." , " A review of multivariate analysis: is there a relationship between airborne particulate matter and meteorological variables?." , " ENVIRONMENTAL MONITORING AND ASSESSMENT, v. 192, p. 1-14, 2020." ,https://link.springer.com/article/10.1007/s10661-020-08538-1
Ar, "Proposição de um novo método de preenchimento de dados faltantes, e após a imputação dos dados, utilizar um modelo de séries temporais para prever a concentração de material particulado inalável" , "NOGAROTTO, D. C. ; RISSI, N. M. ; POZZA, S. A. ." , " Um novo método de preenchimento de dados faltantes aplicado a séries temporais de concentração de MP10." , " REVISTA TECNOLOGIA E SOCIEDADE (ONLINE), v. 15, p. 275-296, 2019." ,https://periodicos.utfpr.edu.br/rts/article/view/8594
Ar, "Utilização de três métodos de rateio de fontes ??para identificar as principais fontes de poluentes dissolvidos em amostras de água de chuva na cidade de Limeira, localizada no Estado de São Paulo, Brasil" , " MARTINS, EDUARDO HENRIQUE ; NOGAROTTO, DANILO COVAES ; MORTATTI, JEFFERSON ; POZZA, SIMONE ANDRÉA ." , " Chemical composition of rainwater in an urban area of the southeast of Brazil." , " Atmospheric Pollution Research, v. 10, p. 520-530, 2019." ,https://www.sciencedirect.com/science/article/abs/pii/S1309104218302198?via%3Dihub
Ar, "Resolução da equação de advecção-difusão unidimensional usando um algoritmo de passo adaptativo para a análise de dispersão de poluentes e comparação com outros trabalhos recentes" , "PEREIRA, M. F. ; POZZA, S. A. ; TIMOTEO, V. S. ." , " Numerical Methods for the Evaluation of Pollutant Dispersion Based on Advection-diffusion Equation." , " Chemical Engineering Transactions, v. 39, p. 799-804, 2014." ,https://www.aidic.it/cet/14/39/134.pdf
Infra Verde, "Discussão inovadora a respeito da implantação de telhados verdes no contexto de cidades sustentáveis, buscando analisar se tais infraestruturas verdes cumprem requisitos de legislações e políticas públicas em vigor" , "PAULA, G. ; FREIRIA, R. C. ; CANTERAS, F. B. ." , " Telhados verdes no contexto de cidades sustentáveis: aspectos técnicos e legislações ambientais vigentes." , " DIREITO DA CIDADE, v. 14, p. 948-975, 2022." ,https://www.e-publicacoes.uerj.br/index.php/rdc/article/view/59152
Infra Verde, "Pesquisa experimental com o objetivo de avaliar dois aspectos dos telhados verdes: seu custo de implantação e seu desempenho como isolante térmico na região de estudo" , "FRIZON, ANA JULIA ; LÁZARO, PEDRO HENRIQUE BRANCO ; KEMPTER, ELOISA DEZEN ; CANTERAS, FELIPPE BENAVENTE ." , " Telhados verdes como alternativa para construções sustentáveis." , " REVISTA VERDE DE AGROECOLOGIA E DESENVOLVIMENTO SUSTENTÁVEL, v. 13, p. 620-629, 2018." ,https://www.gvaa.com.br/revista/index.php/RVADS/article/view/6197
Resíduos, "Uma revisão sobre as principais recomendações relacionadas à gestão de resíduos sólidos urbanos durante a pandemia" , "Penteado, C.S.G.; CASTRO, M. A. S. ." , " Covid-19 effects on municipal solid waste management: What can effectively be done in the Brazilian scenario?." , " RESOURCES CONSERVATION AND RECYCLING, v. 164, p. 105152, 2021." ,https://www.sciencedirect.com/science/article/pii/S0921344920304699?via%3Dihub
Resíduos, "Estudo que consiste em avaliar os benefícios e ônus ambientais decorrentes de um sistema de logística reversa que considere uma variedade de resíduos de equipamentos eletroeletrônicos (REEE)" , "ROCHA, TIAGO BARRETO ; PENTEADO, Carmenlucia Santos Giordano ." , " Life cycle assessment of a small WEEE reverse logistics system: Case study in the Campinas Area, Brazil." , " JOURNAL OF CLEANER PRODUCTION, v. 314, p. 128092, 2021." ,https://www.sciencedirect.com/science/article/abs/pii/S0959652621023106?via%3Dihub
Resíduos, "Análise da influência do aumento das taxas de descarte de RCD considerando um sistema de gestão municipal." , "ROSADO, L. P. ; Penteado, C.S.G. ." , " Municipal management of construction and demolition waste: influence of disposal fees." , " AMBIENTE & SOCIEDADE (ONLINE), v. 23, p. 1-19, 2020." ,https://www.scielo.br/j/asoc/a/9YKyTKSnpZpycynw8zjWk6J/?lang=en
Resíduos, "Avaliação dos impactos ambientais potenciais na área da Bacia do PCJ, localizada no Estado de São Paulo, Brasil, usando duas metodologias específicas de avaliação de impacto do ciclo de vida" , "ROSADO, LAÍS PEIXOTO ; VITALE, PIERLUCA ; PENTEADO, CARMENLUCIA S.G. ; ARENA, UMBERTO ." , " Life cycle assessment of construction and demolition waste management in a large area of São Paulo State, Brazil." , " WASTE MANAGEMENT, v. 85, p. 477-489, 2019." ,https://www.sciencedirect.com/science/article/abs/pii/S0956053X19300121?via%3Dihub
Resíduos, "A influência do processo produtivo na qualidade final da escória de aciaria e a necessidade do estabelecimento de requisitos técnicos e ambientais para orientar e promover o uso seguro da escória de forno elétrico a arco no concreto." , "PENTEADO, Carmenlucia Santos Giordano; EVANGELISTA, BEATRIZ LEÃO ; FERREIRA, GISLEIVA CRISTINA DOS SANTOS ; BORGES, PEDRO HENRIQUE ANDRADE ; LINTZ, ROSA CRISTINA CECCHE ." , " Use of electric arc furnace slag for producing concrete paving blocks." , " AMBIENTE CONSTRUÍDO (ONLINE), v. 19, p. 21-32, 2019." ,https://www.scielo.br/j/ac/a/HQyyD9w8HDk6gYMxJB3SMFQ/?lang=en
Resíduos, "Avaliação do desempenho ambiental dos Sistemas Municipais de Gerenciamento de Resíduos da Construção Civil dos municípios da Região Metropolitana de Campinas, a partir da metodologia de avaliação do ciclo de vida" , "ROSADO, LAÍS PEIXOTO ; PENTEADO, Carmenlucia Santos Giordano ." , " Avaliação do ciclo de vida do Sistema Municipal de Gerenciamento de Resíduos da Construção Civil da Região Metropolitana de Campinas." , " ENGENHARIA SANITÁRIA E AMBIENTAL (ONLINE), v. 24, p. 1, 2019." ,https://www.scielo.br/j/esa/a/NgJQqJwkW4RR6TMfvtVYSgL/?lang=pt
Resíduos, "Avaliação dos impactos ambientais da produção de agregado graúdo natural e agregado de forno elétrico a arco, e os impactos da produção de blocos de pavimentação utilizando ambos os agregados na proporção de 50%." , "EVANGELISTA, BEATRIZ LEÃO ; ROSADO, LAÍS PEIXOTO ; Giordano Penteado, Carmenlucia Santos ." , " Life cycle assessment of concrete paving blocks using electric arc furnace slag as natural coarse aggregate substitute." , " JOURNAL OF CLEANER PRODUCTION, v. 178, p. 176-185, 2018." ,https://www.sciencedirect.com/science/article/abs/pii/S0959652618300076?via%3Dihub
Resíduos, "Apresentação da metodologia participativa na elaboração de Planos Municipais de Gestão de Resíduos da Construção Civil, a partir do estudo de caso do município de Limeira (SP), e discussão dos aspectos relevantes no planejamento da gestão municipal dos resíduos" , "ROSADO, LAÍS PEIXOTO ; PENTEADO, Carmenlucia Santos Giordano ." , " Uso de metodologia participativa na elaboração de Plano Municipal de Gestão de Resíduos da Construção Civil." , " REVISTA DAE, v. 66, p. 20-34, 2018." ,http://doi.editoracubo.com.br/10.4322/dae.2018.011
Resíduos, "Comparação da produção de agregados reciclados naturais e mistos para uso como base e sub-base rodoviária através de uma avaliação de ciclo de vida atributiva" , "ROSADO, LAÍS PEIXOTO ; VITALE, PIERLUCA ; PENTEADO, Carmenlucia Santos G. ; ARENA, UMBERTO ." , " Life cycle assessment of natural and mixed recycled aggregate production in Brazil." , " Journal of Cleaner Production, v. 151, p. 634-642, 2017." ,https://www.sciencedirect.com/science/article/abs/pii/S0959652617305036?via%3Dihub
Resíduos, "Avaliação do ciclo de vida da gestão dos resíduos de construção e demolição em um município de médio porte localizado na região sudeste do Brasil" , "SANTOS, C.; ROSADO, L. P. ." , " Comparison of scenarios for the integrated management of construction and demolition waste by life cycle assessment: A case study in Brazil." , " Waste Management and Research, v. 34, p. 1026-1035, 2016." ,https://journals.sagepub.com/doi/10.1177/0734242X16657605
Resíduos, "Apresentação de um inventário de gases de efeito estufa realizado no aterro sanitário da cidade de Limeira, localizada no Estado de São Paulo, Brasil" , "POZZA, S.A. ; SANTOS, C. ; CRISCUOLO, V. G. ." , " A Greenhouse Gas Inventory in the Municipal Landfill of the City of Limeira, Brazil." , " CHEMICAL ENGINEERING TRANSACTIONS, v. 43, p. 2083-2088, 2015." ,https://www.aidic.it/cet/15/43/348.pdf
Resíduos, "Investigação do uso de resíduos de polimento de revestimentos cerâmicos como substituto parcial de cimento e areia na fabricação de blocos de concreto para pavimentação" , "Giordano Penteado, Carmenlucia Santos; VIVIANI DE CARVALHO, EDUARDO ; CECCHE LINTZ, ROSA CRISTINA ." , " Reusing Ceramic Tile Polishing Waste in Paving Block Manufacturing." , " Journal of Cleaner Production, v. 112, p. 514-520, 2015." ,https://www.sciencedirect.com/science/article/abs/pii/S0959652615008756?via%3Dihub
Solos, "Revisão da contaminação por oligoelementos em estudos de 31 cidades da América Latina, incluindo os países da Argentina, Brasil, Colômbia, Chile, Cuba e México, entre 2011 e 2020"," PENTEADO, P. B. ; NOGAROTTO, D. C. ; BALTAZAR, J. P. ; POZZA, S. A. ; CANTERAS, F. B. ." , " Inorganic pollution in urban topsoils of Latin American cities: a systematic review and future research direction." , " CATENA, v. 210, p. 1-14, 2022.",https://www.sciencedirect.com/science/article/abs/pii/S0341816221008043?via%3Dihub
Solos, "Monitormaneto da concentração de elementos potencialmente tóxicos em solos superficiais localizados nas medianas das principais rodovias de acesso da cidade de Campinas (SP-Brasil) e classificação dos solos através do índice de geoacumulação" , " CANTERAS, FELIPPE BENAVENTE; OLIVEIRA, BRUNA FERNANDA FARIA ; MOREIRA, SILVANA ." , " Topsoil pollution in highway medians in the State of São Paulo (Brazil): determination of potentially toxic elements using synchrotron radiation total reflection X-ray fluorescence." , " Environmental Science and Pollution Research, v. 26, p. 20839-20852, 2019." ,https://link.springer.com/article/10.1007/s11356-019-05425-2